ID,group_ID,instrument_time,corrected_time,longitude,latitude,type
1721,470458,2020-12-30 04:25:00.344200,2020-12-30 04:25:00.286452,-66.917,-0.342,Lightning
1146,470794,2020-12-29 05:14:32.594398,2020-12-29 05:14:32.545519,-66.66,8.325,Lightning
1152,470793,2020-12-29 05:14:12.259599,2020-12-29 05:14:12.210650,-67.405,7.3,Lightning
1145,470793,2020-12-29 05:14:12.259599,2020-12-29 05:14:12.210650,-67.405,7.3,Lightning
1144,470792,2020-12-29 05:13:51.676598,2020-12-29 05:13:51.627571,-68.155,6.26,Lightning
1143,470791,2020-12-29 05:13:44.510198,2020-12-29 05:13:44.461147,-68.416,5.897,UV
1151,470790,2020-12-29 05:13:23.259599,2020-12-29 05:13:23.210474,-69.186,4.822,Lightning
1142,470790,2020-12-29 05:13:23.259599,2020-12-29 05:13:23.210474,-69.186,4.822,Lightning
1141,470789,2020-12-29 05:11:00.426998,2020-12-29 05:11:00.377364,-74.319,-2.421,Lightning
546,469682,2020-12-28 06:01:02.960599,2020-12-28 06:01:02.919850,-72.975,7.796,Lightning
545,469681,2020-12-28 05:59:56.126998,2020-12-28 05:59:56.086007,-75.404,4.418,Lightning
544,469680,2020-12-28 05:59:30.712000,2020-12-28 05:59:30.670917,-76.32,3.13,Lightning
596,469680,2020-12-28 05:59:30.712000,2020-12-28 05:59:30.670917,-76.32,3.13,Lightning
595,469679,2020-12-28 05:59:24.961599,2020-12-28 05:59:24.920498,-76.527,2.838,Lightning
543,469679,2020-12-28 05:59:24.961599,2020-12-28 05:59:24.920498,-76.527,2.838,Lightning
542,469678,2020-12-28 05:59:21.042799,2020-12-28 05:59:21.001681,-76.668,2.64,Lightning
594,469678,2020-12-28 05:59:21.042799,2020-12-28 05:59:21.001681,-76.668,2.64,Lightning
541,469678,2020-12-28 05:59:20.793200,2020-12-28 05:59:20.752082,-76.677,2.627,Lightning
593,469678,2020-12-28 05:59:20.793200,2020-12-28 05:59:20.752082,-76.677,2.627,Lightning
540,469677,2020-12-28 05:59:20.042799,2020-12-28 05:59:20.001678,-76.704,2.589,Lightning
539,469677,2020-12-28 05:59:19.793200,2020-12-28 05:59:19.752079,-76.713,2.576,Lightning
538,469676,2020-12-28 05:59:18.625197,2020-12-28 05:59:18.584075,-76.754,2.517,Lightning
592,469676,2020-12-28 05:59:18.625197,2020-12-28 05:59:18.584075,-76.754,2.517,Lightning
537,469675,2020-12-28 05:59:17.876399,2020-12-28 05:59:17.835277,-76.781,2.479,Lightning
591,469675,2020-12-28 05:59:17.876399,2020-12-28 05:59:17.835277,-76.781,2.479,Lightning
536,469674,2020-12-28 05:59:17.541997,2020-12-28 05:59:17.500867,-76.793,2.462,Lightning
590,469674,2020-12-28 05:59:17.541997,2020-12-28 05:59:17.500867,-76.793,2.462,Lightning
535,469674,2020-12-28 05:59:16.876399,2020-12-28 05:59:16.835269,-76.817,2.428,Lightning
589,469674,2020-12-28 05:59:16.876399,2020-12-28 05:59:16.835269,-76.817,2.428,Lightning
534,469673,2020-12-28 05:59:14.625197,2020-12-28 05:59:14.584054,-76.898,2.314,Lightning
588,469673,2020-12-28 05:59:14.625197,2020-12-28 05:59:14.584054,-76.898,2.314,Lightning
533,469673,2020-12-28 05:59:14.292398,2020-12-28 05:59:14.251255,-76.91,2.297,Lightning
587,469673,2020-12-28 05:59:14.292398,2020-12-28 05:59:14.251255,-76.91,2.297,Lightning
532,469672,2020-12-28 05:59:12.375598,2020-12-28 05:59:12.334449,-76.979,2.2,Lightning
531,469671,2020-12-28 05:59:11.959599,2020-12-28 05:59:11.918450,-76.994,2.179,Lightning
586,469671,2020-12-28 05:59:11.959599,2020-12-28 05:59:11.918450,-76.994,2.179,Lightning
530,469670,2020-12-28 05:59:10.375598,2020-12-28 05:59:10.334442,-77.051,2.099,Lightning
585,469670,2020-12-28 05:59:10.375598,2020-12-28 05:59:10.334442,-77.051,2.099,Lightning
584,469669,2020-12-28 05:59:09.125998,2020-12-28 05:59:09.084838,-77.096,2.035,Lightning
529,469669,2020-12-28 05:59:09.125998,2020-12-28 05:59:09.084838,-77.096,2.035,Lightning
528,469669,2020-12-28 05:59:08.793200,2020-12-28 05:59:08.752040,-77.108,2.018,Lightning
583,469669,2020-12-28 05:59:08.793200,2020-12-28 05:59:08.752040,-77.108,2.018,Lightning
527,469669,2020-12-28 05:59:08.125998,2020-12-28 05:59:08.084834,-77.132,1.985,Lightning
582,469669,2020-12-28 05:59:08.125998,2020-12-28 05:59:08.084834,-77.132,1.985,Lightning
526,469668,2020-12-28 05:59:06.375598,2020-12-28 05:59:06.334427,-77.195,1.896,Lightning
581,469668,2020-12-28 05:59:06.375598,2020-12-28 05:59:06.334427,-77.195,1.896,Lightning
525,469668,2020-12-28 05:59:05.710000,2020-12-28 05:59:05.668829,-77.219,1.862,Lightning
580,469668,2020-12-28 05:59:05.710000,2020-12-28 05:59:05.668829,-77.219,1.862,Lightning
524,469667,2020-12-28 05:59:03.794200,2020-12-28 05:59:03.753024,-77.287,1.765,UV
523,469666,2020-12-28 05:59:01.542997,2020-12-28 05:59:01.501808,-77.368,1.651,Lightning
579,469666,2020-12-28 05:59:01.542997,2020-12-28 05:59:01.501808,-77.368,1.651,Lightning
522,469665,2020-12-28 05:59:01.293398,2020-12-28 05:59:01.252209,-77.377,1.638,Lightning
578,469665,2020-12-28 05:59:01.293398,2020-12-28 05:59:01.252209,-77.377,1.638,Lightning
521,469665,2020-12-28 05:59:00.626197,2020-12-28 05:59:00.585004,-77.401,1.604,Lightning
577,469665,2020-12-28 05:59:00.626197,2020-12-28 05:59:00.585004,-77.401,1.604,Lightning
520,469664,2020-12-28 05:58:59.126998,2020-12-28 05:58:59.085801,-77.455,1.528,Lightning
576,469664,2020-12-28 05:58:59.126998,2020-12-28 05:58:59.085801,-77.455,1.528,Lightning
519,469664,2020-12-28 05:58:58.711000,2020-12-28 05:58:58.669803,-77.47,1.507,Lightning
575,469664,2020-12-28 05:58:58.711000,2020-12-28 05:58:58.669803,-77.47,1.507,Lightning
518,469663,2020-12-28 05:58:57.210198,2020-12-28 05:58:57.168996,-77.524,1.431,Lightning
574,469663,2020-12-28 05:58:57.210198,2020-12-28 05:58:57.168996,-77.524,1.431,Lightning
517,469662,2020-12-28 05:58:55.459797,2020-12-28 05:58:55.418588,-77.586,1.342,Lightning
573,469662,2020-12-28 05:58:55.459797,2020-12-28 05:58:55.418588,-77.586,1.342,Lightning
516,469661,2020-12-28 05:58:54.542997,2020-12-28 05:58:54.501786,-77.619,1.296,Lightning
572,469661,2020-12-28 05:58:54.542997,2020-12-28 05:58:54.501786,-77.619,1.296,Lightning
515,469660,2020-12-28 05:58:53.960599,2020-12-28 05:58:53.919388,-77.64,1.266,Lightning
571,469660,2020-12-28 05:58:53.960599,2020-12-28 05:58:53.919388,-77.64,1.266,Lightning
514,469659,2020-12-28 05:58:51.043799,2020-12-28 05:58:51.002576,-77.745,1.118,Lightning
570,469659,2020-12-28 05:58:51.043799,2020-12-28 05:58:51.002576,-77.745,1.118,Lightning
513,469658,2020-12-28 05:58:50.293398,2020-12-28 05:58:50.252169,-77.772,1.08,Lightning
569,469657,2020-12-28 05:58:49.794200,2020-12-28 05:58:49.752971,-77.79,1.055,Lightning
512,469657,2020-12-28 05:58:49.794200,2020-12-28 05:58:49.752971,-77.79,1.055,Lightning
568,469657,2020-12-28 05:58:49.126998,2020-12-28 05:58:49.085766,-77.814,1.021,Lightning
511,469657,2020-12-28 05:58:49.126998,2020-12-28 05:58:49.085766,-77.814,1.021,Lightning
510,469656,2020-12-28 05:58:47.877399,2020-12-28 05:58:47.836163,-77.859,0.957,Lightning
567,469656,2020-12-28 05:58:47.877399,2020-12-28 05:58:47.836163,-77.859,0.957,Lightning
509,469655,2020-12-28 05:58:44.459797,2020-12-28 05:58:44.418546,-77.981,0.784,Lightning
566,469655,2020-12-28 05:58:44.459797,2020-12-28 05:58:44.418546,-77.981,0.784,Lightning
508,469655,2020-12-28 05:58:43.960599,2020-12-28 05:58:43.919348,-77.999,0.759,Lightning
565,469655,2020-12-28 05:58:43.960599,2020-12-28 05:58:43.919348,-77.999,0.759,Lightning
507,469654,2020-12-28 05:58:41.376598,2020-12-28 05:58:41.335337,-78.092,0.628,Lightning
564,469654,2020-12-28 05:58:41.376598,2020-12-28 05:58:41.335337,-78.092,0.628,Lightning
506,469653,2020-12-28 05:58:39.294398,2020-12-28 05:58:39.253129,-78.166,0.522,UV
505,469652,2020-12-28 05:58:36.795200,2020-12-28 05:58:36.753925,-78.256,0.395,Lightning
563,469652,2020-12-28 05:58:36.795200,2020-12-28 05:58:36.753925,-78.256,0.395,Lightning
504,469652,2020-12-28 05:58:36.460797,2020-12-28 05:58:36.419521,-78.268,0.378,Lightning
562,469652,2020-12-28 05:58:36.460797,2020-12-28 05:58:36.419521,-78.268,0.378,Lightning
503,469651,2020-12-28 05:58:35.127998,2020-12-28 05:58:35.086716,-78.316,0.311,Lightning
561,469651,2020-12-28 05:58:35.127998,2020-12-28 05:58:35.086716,-78.316,0.311,Lightning
502,469651,2020-12-28 05:58:34.460797,2020-12-28 05:58:34.419510,-78.34,0.277,Lightning
560,469651,2020-12-28 05:58:34.460797,2020-12-28 05:58:34.419510,-78.34,0.277,Lightning
501,469650,2020-12-28 05:58:33.044799,2020-12-28 05:58:33.003508,-78.391,0.205,Lightning
559,469650,2020-12-28 05:58:33.044799,2020-12-28 05:58:33.003508,-78.391,0.205,Lightning
500,469649,2020-12-28 05:58:32.712000,2020-12-28 05:58:32.670709,-78.403,0.188,Lightning
558,469649,2020-12-28 05:58:32.712000,2020-12-28 05:58:32.670709,-78.403,0.188,Lightning
557,469648,2020-12-28 05:58:30.712000,2020-12-28 05:58:30.670702,-78.474,0.087,Lightning
499,469648,2020-12-28 05:58:30.712000,2020-12-28 05:58:30.670702,-78.474,0.087,Lightning
498,469648,2020-12-28 05:58:30.044799,2020-12-28 05:58:30.003497,-78.498,0.053,Lightning
556,469648,2020-12-28 05:58:30.044799,2020-12-28 05:58:30.003497,-78.498,0.053,Lightning
497,469647,2020-12-28 05:58:25.460797,2020-12-28 05:58:25.419478,-78.663,-0.18,Lightning
555,469647,2020-12-28 05:58:25.460797,2020-12-28 05:58:25.419478,-78.663,-0.18,Lightning
496,469646,2020-12-28 05:58:24.044799,2020-12-28 05:58:24.003478,-78.713,-0.252,Lightning
554,469646,2020-12-28 05:58:24.044799,2020-12-28 05:58:24.003478,-78.713,-0.252,Lightning
495,469645,2020-12-28 05:58:23.712000,2020-12-28 05:58:23.670679,-78.725,-0.268,Lightning
553,469645,2020-12-28 05:58:23.712000,2020-12-28 05:58:23.670679,-78.725,-0.268,Lightning
37673,468805,2020-12-25 06:47:30.826000,2020-12-25 06:47:30.786320,-68.63,5.749,UV
37672,468804,2020-12-25 06:45:05.811000,2020-12-25 06:45:05.770807,-73.847,-1.602,Lightning
36990,469165,2020-12-24 07:35:27.208997,2020-12-24 07:35:27.179356,-71.771,9.586,Lightning
37021,469165,2020-12-24 07:35:27.208997,2020-12-24 07:35:27.179356,-71.771,9.586,Lightning
36989,469164,2020-12-24 07:34:52.293197,2020-12-24 07:34:52.263433,-73.056,7.828,Lightning
37020,469164,2020-12-24 07:34:52.293197,2020-12-24 07:34:52.263433,-73.056,7.828,Lightning
36988,469163,2020-12-24 07:34:50.960398,2020-12-24 07:34:50.930634,-73.105,7.76,UV
36987,469162,2020-12-24 07:34:21.460200,2020-12-24 07:34:21.430332,-74.182,6.271,Lightning
36986,469161,2020-12-24 07:34:17.042598,2020-12-24 07:34:17.012716,-74.342,6.047,Lightning
37019,469161,2020-12-24 07:34:17.042598,2020-12-24 07:34:17.012716,-74.342,6.047,Lightning
37018,469160,2020-12-24 07:34:16.292197,2020-12-24 07:34:16.262328,-74.369,6.009,Lightning
36985,469160,2020-12-24 07:34:16.292197,2020-12-24 07:34:16.262328,-74.369,6.009,Lightning
36984,469159,2020-12-24 07:34:10.626599,2020-12-24 07:34:10.596690,-74.575,5.723,Lightning
37017,469159,2020-12-24 07:34:10.626599,2020-12-24 07:34:10.596690,-74.575,5.723,Lightning
36983,469158,2020-12-24 07:33:58.710799,2020-12-24 07:33:58.680849,-75.007,5.12,UV
36982,469157,2020-12-24 07:33:48.960398,2020-12-24 07:33:48.930409,-75.359,4.626,Lightning
37016,469157,2020-12-24 07:33:48.960398,2020-12-24 07:33:48.930409,-75.359,4.626,Lightning
36981,469156,2020-12-24 07:33:45.877198,2020-12-24 07:33:45.847198,-75.471,4.47,Lightning
37015,469156,2020-12-24 07:33:45.877198,2020-12-24 07:33:45.847198,-75.471,4.47,Lightning
36980,469156,2020-12-24 07:33:45.710799,2020-12-24 07:33:45.680799,-75.477,4.462,Lightning
36979,469156,2020-12-24 07:33:45.043598,2020-12-24 07:33:45.013599,-75.501,4.428,UV
36978,469155,2020-12-24 07:33:40.793998,2020-12-24 07:33:40.763987,-75.654,4.213,Lightning
37014,469155,2020-12-24 07:33:40.793998,2020-12-24 07:33:40.763987,-75.654,4.213,Lightning
36977,469154,2020-12-24 07:33:32.545399,2020-12-24 07:33:32.515358,-75.952,3.795,Lightning
36976,469153,2020-12-24 07:33:29.207997,2020-12-24 07:33:29.177941,-76.072,3.626,Lightning
37013,469153,2020-12-24 07:33:29.207997,2020-12-24 07:33:29.177941,-76.072,3.626,Lightning
36975,469152,2020-12-24 07:33:28.207997,2020-12-24 07:33:28.177937,-76.108,3.575,Lightning
37012,469152,2020-12-24 07:33:28.207997,2020-12-24 07:33:28.177937,-76.108,3.575,Lightning
36974,469151,2020-12-24 07:33:22.792998,2020-12-24 07:33:22.762926,-76.303,3.301,Lightning
37011,469151,2020-12-24 07:33:22.792998,2020-12-24 07:33:22.762926,-76.303,3.301,Lightning
36973,469150,2020-12-24 07:33:22.208997,2020-12-24 07:33:22.178915,-76.324,3.271,Lightning
37010,469150,2020-12-24 07:33:22.208997,2020-12-24 07:33:22.178915,-76.324,3.271,Lightning
36972,469149,2020-12-24 07:33:20.377000,2020-12-24 07:33:20.346914,-76.39,3.178,Lightning
36971,469148,2020-12-24 07:33:18.208997,2020-12-24 07:33:18.178902,-76.468,3.068,Lightning
37009,469148,2020-12-24 07:33:18.208997,2020-12-24 07:33:18.178902,-76.468,3.068,Lightning
37008,469147,2020-12-24 07:33:16.543399,2020-12-24 07:33:16.513301,-76.528,2.984,Lightning
36970,469147,2020-12-24 07:33:16.543399,2020-12-24 07:33:16.513301,-76.528,2.984,Lightning
36969,469146,2020-12-24 07:33:14.709799,2020-12-24 07:33:14.679695,-76.594,2.891,UV
36968,469146,2020-12-24 07:33:14.042598,2020-12-24 07:33:14.012489,-76.618,2.857,Lightning
37007,469146,2020-12-24 07:33:14.042598,2020-12-24 07:33:14.012489,-76.618,2.857,Lightning
37006,469145,2020-12-24 07:33:12.709799,2020-12-24 07:33:12.679689,-76.666,2.79,Lightning
36967,469145,2020-12-24 07:33:12.709799,2020-12-24 07:33:12.679689,-76.666,2.79,Lightning
37005,469145,2020-12-24 07:33:12.042598,2020-12-24 07:33:12.012481,-76.69,2.756,Lightning
36966,469145,2020-12-24 07:33:12.042598,2020-12-24 07:33:12.012481,-76.69,2.756,Lightning
37004,469144,2020-12-24 07:33:07.792998,2020-12-24 07:33:07.762868,-76.843,2.54,Lightning
36965,469144,2020-12-24 07:33:07.792998,2020-12-24 07:33:07.762868,-76.843,2.54,Lightning
37003,469143,2020-12-24 07:33:04.876198,2020-12-24 07:33:04.846057,-76.948,2.392,Lightning
36964,469143,2020-12-24 07:33:04.876198,2020-12-24 07:33:04.846057,-76.948,2.392,Lightning
36963,469142,2020-12-24 07:33:02.293197,2020-12-24 07:33:02.263045,-77.04,2.261,UV
37002,469142,2020-12-24 07:33:01.627599,2020-12-24 07:33:01.597447,-77.064,2.228,Lightning
36962,469142,2020-12-24 07:33:01.627599,2020-12-24 07:33:01.597447,-77.064,2.228,Lightning
37001,469141,2020-12-24 07:33:00.710799,2020-12-24 07:33:00.680645,-77.097,2.181,Lightning
36961,469141,2020-12-24 07:33:00.710799,2020-12-24 07:33:00.680645,-77.097,2.181,Lightning
36960,469140,2020-12-24 07:32:51.378000,2020-12-24 07:32:51.347815,-77.433,1.708,Lightning
36959,469139,2020-12-24 07:32:47.960398,2020-12-24 07:32:47.930198,-77.555,1.535,Lightning
37000,469139,2020-12-24 07:32:47.960398,2020-12-24 07:32:47.930198,-77.555,1.535,Lightning
36999,469138,2020-12-24 07:32:46.877198,2020-12-24 07:32:46.846993,-77.594,1.48,Lightning
36958,469138,2020-12-24 07:32:46.877198,2020-12-24 07:32:46.846993,-77.594,1.48,Lightning
36957,469137,2020-12-24 07:32:45.793998,2020-12-24 07:32:45.763792,-77.633,1.425,Lightning
36956,469136,2020-12-24 07:32:45.293197,2020-12-24 07:32:45.262983,-77.651,1.399,Lightning
36998,469136,2020-12-24 07:32:44.627599,2020-12-24 07:32:44.597385,-77.675,1.365,Lightning
36955,469136,2020-12-24 07:32:44.627599,2020-12-24 07:32:44.597385,-77.675,1.365,Lightning
36997,469135,2020-12-24 07:32:42.209997,2020-12-24 07:32:42.179775,-77.762,1.243,Lightning
36954,469135,2020-12-24 07:32:42.209997,2020-12-24 07:32:42.179775,-77.762,1.243,Lightning
36953,469134,2020-12-24 07:32:32.878198,2020-12-24 07:32:32.847944,-78.096,0.769,Lightning
36996,469134,2020-12-24 07:32:32.379000,2020-12-24 07:32:32.348746,-78.114,0.744,Lightning
36952,469134,2020-12-24 07:32:32.379000,2020-12-24 07:32:32.348746,-78.114,0.744,Lightning
36995,469134,2020-12-24 07:32:31.711799,2020-12-24 07:32:31.681544,-78.138,0.71,Lightning
36951,469134,2020-12-24 07:32:31.711799,2020-12-24 07:32:31.681544,-78.138,0.71,Lightning
36950,469133,2020-12-24 07:32:20.959398,2020-12-24 07:32:20.929104,-78.524,0.165,Lightning
36994,469133,2020-12-24 07:32:20.959398,2020-12-24 07:32:20.929104,-78.524,0.165,Lightning
36949,469132,2020-12-24 07:32:20.208997,2020-12-24 07:32:20.178696,-78.551,0.127,UV
36948,469131,2020-12-24 07:32:19.709799,2020-12-24 07:32:19.679498,-78.569,0.101,Lightning
36035,468394,2020-12-23 08:21:54.227399,2020-12-23 08:21:54.206882,-78.18,8.928,Lightning
36061,468393,2020-12-23 08:21:26.559198,2020-12-23 08:21:26.538583,-79.196,7.533,Lightning
36034,468393,2020-12-23 08:21:26.559198,2020-12-23 08:21:26.538583,-79.196,7.533,Lightning
36060,468393,2020-12-23 08:21:25.891997,2020-12-23 08:21:25.871375,-79.221,7.5,Lightning
36033,468393,2020-12-23 08:21:25.891997,2020-12-23 08:21:25.871375,-79.221,7.5,Lightning
36059,468392,2020-12-23 08:21:06.726598,2020-12-23 08:21:06.705905,-79.92,6.532,Lightning
36032,468392,2020-12-23 08:21:06.726598,2020-12-23 08:21:06.705905,-79.92,6.532,Lightning
34369,466869,2020-12-21 08:22:19.324997,2020-12-21 08:22:19.303097,-66.469,8.866,Lightning
34368,466868,2020-12-21 08:18:27.077398,2020-12-21 08:18:27.054677,-74.858,-2.894,Lightning
34367,466868,2020-12-21 08:18:26.410197,2020-12-21 08:18:26.387474,-74.882,-2.928,Lightning
33685,465651,2020-12-20 09:08:50.527599,2020-12-20 09:08:50.515154,-72.696,8.451,Lightning
33684,465650,2020-12-20 09:06:49.444399,2020-12-20 09:06:49.431493,-77.087,2.326,Lightning
30249,464123,2020-12-10 00:38:00.994398,2020-12-10 00:38:01.005010,-67.961,-2.948,Lightning
30248,464122,2020-12-10 00:35:31.726799,2020-12-10 00:35:31.738381,-73.326,4.623,Lightning
30247,464121,2020-12-10 00:35:19.810998,2020-12-10 00:35:19.822653,-73.758,5.226,Lightning
30606,464121,2020-12-10 00:35:19.810998,2020-12-10 00:35:19.822653,-73.758,5.226,Lightning
30246,464120,2020-12-10 00:35:14.977398,2020-12-10 00:35:14.989081,-73.933,5.471,Lightning
30605,464120,2020-12-10 00:35:14.977398,2020-12-10 00:35:14.989081,-73.933,5.471,Lightning
30245,464120,2020-12-10 00:35:14.310197,2020-12-10 00:35:14.321885,-73.957,5.505,Lightning
30604,464120,2020-12-10 00:35:14.310197,2020-12-10 00:35:14.321885,-73.957,5.505,Lightning
30244,464119,2020-12-10 00:35:05.478200,2020-12-10 00:35:05.489946,-74.277,5.952,Lightning
30243,464119,2020-12-10 00:35:05.226997,2020-12-10 00:35:05.238748,-74.287,5.964,Lightning
30603,464119,2020-12-10 00:35:05.226997,2020-12-10 00:35:05.238748,-74.287,5.964,Lightning
30602,464118,2020-12-10 00:35:00.060598,2020-12-10 00:35:00.072381,-74.474,6.226,Lightning
30242,464118,2020-12-10 00:35:00.060598,2020-12-10 00:35:00.072381,-74.474,6.226,Lightning
30601,464117,2020-12-10 00:34:51.476200,2020-12-10 00:34:51.488034,-74.787,6.66,Lightning
30241,464117,2020-12-10 00:34:51.476200,2020-12-10 00:34:51.488034,-74.787,6.66,Lightning
30600,464116,2020-12-10 00:34:38.560399,2020-12-10 00:34:38.572325,-75.258,7.312,Lightning
30240,464116,2020-12-10 00:34:38.560399,2020-12-10 00:34:38.572325,-75.258,7.312,Lightning
30599,464115,2020-12-10 00:34:38.225997,2020-12-10 00:34:38.237926,-75.27,7.329,Lightning
30239,464115,2020-12-10 00:34:38.225997,2020-12-10 00:34:38.237926,-75.27,7.329,Lightning
30598,464114,2020-12-10 00:34:33.893198,2020-12-10 00:34:33.905153,-75.429,7.548,Lightning
30238,464114,2020-12-10 00:34:33.893198,2020-12-10 00:34:33.905153,-75.429,7.548,Lightning
30237,464113,2020-12-10 00:34:29.059598,2020-12-10 00:34:29.071580,-75.606,7.792,Lightning
30597,464112,2020-12-10 00:34:28.643599,2020-12-10 00:34:28.655581,-75.621,7.813,Lightning
30236,464112,2020-12-10 00:34:28.643599,2020-12-10 00:34:28.655581,-75.621,7.813,Lightning
30235,464112,2020-12-10 00:34:27.976398,2020-12-10 00:34:27.988383,-75.645,7.847,Lightning
30596,464112,2020-12-10 00:34:27.976398,2020-12-10 00:34:27.988383,-75.645,7.847,Lightning
29262,463405,2020-12-09 01:24:40.194000,2020-12-09 01:24:40.191616,-73.813,-3.037,Lightning
29261,463404,2020-12-09 01:24:39.859598,2020-12-09 01:24:39.857218,-73.825,-3.02,Lightning
29260,463403,2020-12-09 01:24:16.195000,2020-12-09 01:24:16.192762,-74.676,-1.82,UV
29259,463402,2020-12-09 01:24:12.694198,2020-12-09 01:24:12.691985,-74.801,-1.642,Lightning
29570,463401,2020-12-09 01:24:07.278200,2020-12-09 01:24:07.276021,-74.996,-1.367,Lightning
29258,463401,2020-12-09 01:24:07.278200,2020-12-09 01:24:07.276021,-74.996,-1.367,Lightning
29569,463400,2020-12-09 01:23:56.941797,2020-12-09 01:23:56.939695,-75.367,-0.843,Lightning
29257,463400,2020-12-09 01:23:56.941797,2020-12-09 01:23:56.939695,-75.367,-0.843,Lightning
29568,463400,2020-12-09 01:23:56.276200,2020-12-09 01:23:56.274098,-75.391,-0.809,Lightning
29256,463400,2020-12-09 01:23:56.276200,2020-12-09 01:23:56.274098,-75.391,-0.809,Lightning
29255,463399,2020-12-09 01:23:53.858598,2020-12-09 01:23:53.856517,-75.477,-0.686,Lightning
29254,463398,2020-12-09 01:23:52.359399,2020-12-09 01:23:52.357326,-75.531,-0.61,Lightning
29567,463398,2020-12-09 01:23:52.276200,2020-12-09 01:23:52.274127,-75.534,-0.606,Lightning
29253,463398,2020-12-09 01:23:52.276200,2020-12-09 01:23:52.274127,-75.534,-0.606,Lightning
29566,463398,2020-12-09 01:23:51.608998,2020-12-09 01:23:51.606931,-75.558,-0.572,Lightning
29252,463398,2020-12-09 01:23:51.608998,2020-12-09 01:23:51.606931,-75.558,-0.572,Lightning
29251,463397,2020-12-09 01:23:51.193000,2020-12-09 01:23:51.190933,-75.573,-0.551,Lightning
29565,463397,2020-12-09 01:23:51.193000,2020-12-09 01:23:51.190933,-75.573,-0.551,Lightning
29250,463396,2020-12-09 01:23:48.109197,2020-12-09 01:23:48.107157,-75.684,-0.395,UV
29249,463396,2020-12-09 01:23:47.443599,2020-12-09 01:23:47.441559,-75.707,-0.361,UV
29564,463395,2020-12-09 01:23:44.776398,2020-12-09 01:23:44.774376,-75.803,-0.226,Lightning
29248,463395,2020-12-09 01:23:44.776398,2020-12-09 01:23:44.774376,-75.803,-0.226,Lightning
29563,463394,2020-12-09 01:23:44.443599,2020-12-09 01:23:44.441577,-75.815,-0.209,Lightning
29247,463394,2020-12-09 01:23:44.443599,2020-12-09 01:23:44.441577,-75.815,-0.209,Lightning
29562,463393,2020-12-09 01:23:40.776398,2020-12-09 01:23:40.774387,-75.947,-0.023,Lightning
29246,463393,2020-12-09 01:23:40.776398,2020-12-09 01:23:40.774387,-75.947,-0.023,Lightning
29561,463393,2020-12-09 01:23:40.109197,2020-12-09 01:23:40.107199,-75.971,0.011,Lightning
29245,463393,2020-12-09 01:23:40.109197,2020-12-09 01:23:40.107199,-75.971,0.011,Lightning
29244,463392,2020-12-09 01:23:38.109197,2020-12-09 01:23:38.107226,-76.042,0.113,Lightning
29560,463392,2020-12-09 01:23:38.109197,2020-12-09 01:23:38.107226,-76.042,0.113,Lightning
29559,463391,2020-12-09 01:23:36.443599,2020-12-09 01:23:36.441628,-76.102,0.197,Lightning
29243,463391,2020-12-09 01:23:36.443599,2020-12-09 01:23:36.441628,-76.102,0.197,Lightning
29558,463390,2020-12-09 01:23:34.443599,2020-12-09 01:23:34.441638,-76.174,0.299,Lightning
29242,463390,2020-12-09 01:23:34.443599,2020-12-09 01:23:34.441638,-76.174,0.299,Lightning
29241,463389,2020-12-09 01:23:32.859598,2020-12-09 01:23:32.857662,-76.231,0.379,UV
29557,463388,2020-12-09 01:23:32.025997,2020-12-09 01:23:32.024061,-76.261,0.421,Lightning
29240,463388,2020-12-09 01:23:32.025997,2020-12-09 01:23:32.024061,-76.261,0.421,Lightning
29556,463387,2020-12-09 01:23:26.443599,2020-12-09 01:23:26.441692,-76.461,0.705,Lightning
29239,463387,2020-12-09 01:23:26.443599,2020-12-09 01:23:26.441692,-76.461,0.705,Lightning
29238,463386,2020-12-09 01:23:20.610998,2020-12-09 01:23:20.609115,-76.67,1.001,Lightning
29555,463386,2020-12-09 01:23:19.943797,2020-12-09 01:23:19.941927,-76.694,1.035,Lightning
29237,463386,2020-12-09 01:23:19.943797,2020-12-09 01:23:19.941927,-76.694,1.035,Lightning
29554,463385,2020-12-09 01:23:15.110197,2020-12-09 01:23:15.108368,-76.868,1.28,Lightning
29236,463385,2020-12-09 01:23:15.110197,2020-12-09 01:23:15.108368,-76.868,1.28,Lightning
29235,463384,2020-12-09 01:23:14.026997,2020-12-09 01:23:14.025169,-76.907,1.335,Lightning
29553,463383,2020-12-09 01:23:10.195000,2020-12-09 01:23:10.193193,-77.044,1.529,Lightning
29234,463383,2020-12-09 01:23:10.195000,2020-12-09 01:23:10.193193,-77.044,1.529,Lightning
29552,463382,2020-12-09 01:23:09.361399,2020-12-09 01:23:09.359598,-77.074,1.572,Lightning
29233,463382,2020-12-09 01:23:09.361399,2020-12-09 01:23:09.359598,-77.074,1.572,Lightning
29232,463381,2020-12-09 01:23:05.527799,2020-12-09 01:23:05.526029,-77.212,1.766,Lightning
29551,463381,2020-12-09 01:23:05.527799,2020-12-09 01:23:05.526029,-77.212,1.766,Lightning
29231,463380,2020-12-09 01:23:04.527799,2020-12-09 01:23:04.526026,-77.248,1.817,UV
29550,463380,2020-12-09 01:23:03.943797,2020-12-09 01:23:03.942024,-77.269,1.846,Lightning
29230,463380,2020-12-09 01:23:03.943797,2020-12-09 01:23:03.942024,-77.269,1.846,Lightning
